"pkmnFormId","pkmnSpeciesId","orderNum","name","formName","formTypeId","regionId","isDefault","isBattleOnly","isCosmetic","isEvent","isSexuallyDimorphic","isSpecial","typeId1","typeId2","hp","att","def","spAtt","spDef","spd","specialStat","height","weight","generationId","genderRatioId","colorId","shapeId","abilityId1","abilityId2","abilityIdHidden","eggGroupId1","eggGroupId2","category","friendship","exp","hpEVs","attEVs","defEVs","spAttEVs","spDefEVs","spdEVs","friendAreaId","isGigantic","pSpeed","pPower","pSkill","pStamina","pJump","pokeAPIId","pokeAPIPokemonId"
"1176","861","1","Gigantamax Grimmsnarl","Gigantamax Form","2",NULL,"0","1","0","0","0","0","17","18","95","120","65","95","75","60",NULL,"320",NULL,"8","8","7","12","158","119","124","6","8","Bulk Up","50","255","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10390","10222"
"1177","862","0","Obstagoon",NULL,NULL,NULL,"1","0","0","0","0","0","17","1","93","90","101","60","81","95",NULL,"16","460","8","5","4","6","120","62","128","5",NULL,"Blocking","50","260","0","0","3","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"862","862"
"1178","863","0","Perrserker",NULL,NULL,NULL,"1","0","0","0","0","0","9",NULL,"70","110","100","50","60","50",NULL,"8","280","8","5","3","6","4","181","252","5",NULL,"Viking","50","154","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"863","863"
"1179","864","0","Cursola",NULL,NULL,NULL,"1","0","0","0","0","0","8",NULL,"60","95","50","145","130","30",NULL,"10","4","8","4","9","4","133",NULL,"253","2","9","Coral","50","179","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"864","864"
"1180","865","0","Sirfetch'd",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"62","135","95","68","82","65",NULL,"8","1170","8","5","9","9","80",NULL,"113","4","5","Wild Duck","50","177","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"865","865"
"1181","866","0","Mr. Rime",NULL,NULL,NULL,"1","0","0","0","0","0","15","14","80","85","75","110","100","70",NULL,"15","582","8","5","7","12","77","251","115","8",NULL,"Comedian","50","182","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"866","866"
"1182","867","0","Runerigus",NULL,NULL,NULL,"1","0","0","0","0","0","5","8","58","95","145","50","105","30",NULL,"16","666","8","5","4","5","254",NULL,NULL,"10","11","Grudge","50","169","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"867","867"
"1183","868","0","Milcery",NULL,NULL,NULL,"1","0","0","0","0","0","18",NULL,"45","40","40","50","61","34",NULL,"2","3","8","2","9","1","175",NULL,"165","6","11","Cream","50","54","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"868","868"
"1184","869","0","Strawberry Vanilla Cream Alcremie","Strawberry Vanilla Cream",NULL,NULL,"1","0","0","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","9","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"869","869"
"1185","869","7","Strawberry Ruby Cream Alcremie","Strawberry Ruby Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","6","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10346","869"
"1186","869","14","Strawberry Matcha Cream Alcremie","Strawberry Matcha Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","5","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10347","869"
"1187","869","21","Strawberry Mint Cream Alcremie","Strawberry Mint Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","2","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10348","869"
"1188","869","28","Strawberry Lemon Cream Alcremie","Strawberry Lemon Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","10","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10349","869"
"1189","869","35","Strawberry Salted Cream Alcremie","Strawberry Salted Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","9","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10350","869"
"1190","869","42","Strawberry Ruby Swirl Alcremie","Strawberry Ruby Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","10","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10351","869"
"1191","869","49","Strawberry Caramel Swirl Alcremie","Strawberry Caramel Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","3","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10352","869"
"1192","869","56","Strawberry Rainbow Swirl Alcremie","Strawberry Rainbow Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","10","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10353","869"
"1193","869","63","Gigantamax Alcremie","Gigantamax Form","2",NULL,"0","1","0","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"300",NULL,"8","2","9","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10391","10223"
"1194","870","0","Falinks",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"65","100","100","70","60","75",NULL,"30","620","8","1","10","11","4",NULL,"128","6","10","Formation","50","165","0","2","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"870","870"
"1195","871","0","Pincurchin",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"48","101","95","91","85","15",NULL,"3","10","8","5","7","10","31",NULL,"226","2","11","Sea Urchin","50","152","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"871","871"
"1196","872","0","Snom",NULL,NULL,NULL,"1","0","0","0","0","0","15","7","30","25","35","45","30","20",NULL,"3","38","8","5","9","2","19",NULL,"246","3",NULL,"Worm","50","37","0","0","0","1","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"872","872"
"1197","873","0","Frosmoth",NULL,NULL,NULL,"1","0","0","0","0","0","15","7","70","65","60","125","90","65",NULL,"13","420","8","5","9","13","19",NULL,"246","3",NULL,"Frost Moth","50","166","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"873","873"
"1198","874","0","Stonjourner",NULL,NULL,NULL,"1","0","0","0","0","0","6",NULL,"100","125","135","20","20","70",NULL,"25","5200","8","5","4","7","249",NULL,NULL,"10",NULL,"Big Rock","50","165","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"874","874"
"1199","875","0","Ice Face Eiscue","Ice Face",NULL,NULL,"1","0","0","0","0","0","15",NULL,"75","80","110","65","90","50",NULL,"14","890","8","5","2","6","248",NULL,NULL,"2","5","Penguin","50","165","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"875","875"
"1200","875","1","Noice Face Eiscue","Noice Face",NULL,NULL,"0","1","0","0","0","0","15",NULL,"75","80","70","65","50","130",NULL,"14","890","8","5","2","6","248",NULL,NULL,"2","5","Penguin","50","165","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10354","10185"
"1201","876","0","Male Indeedee","Male",NULL,NULL,"1","0","0","0","1","0","14","1","60","65","55","105","95","95",NULL,"9","280","8","8","7","6","39","28","227","6",NULL,"Emotion","140","166","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"876","876"
"1202","876","1","Female Indeedee","Female",NULL,NULL,"0","0","0","0","1","0","14","1","70","55","65","95","105","85",NULL,"9","280","8","2","7","6","20","28","227","6",NULL,"Emotion","140","166","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10355","10186"
"1203","877","0","Full Belly Morpeko","Full Belly Mode",NULL,NULL,"1","0","0","0","0","0","13","17","58","95","58","70","58","97",NULL,"3","30","8","5","10","12","258",NULL,NULL,"5","6","Two-Sided","50","153","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"877","877"
"1204","877","1","Hangry Morpeko","Hangry Mode",NULL,NULL,"0","1","1","0","0","0","13","17","58","95","58","70","58","97",NULL,"3","30","8","5","7","12","258",NULL,NULL,"5","6","Two-Sided","50","153","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10356","10187"
"1205","878","0","Cufant",NULL,NULL,NULL,"1","0","0","0","0","0","9",NULL,"72","80","49","40","49","40",NULL,"12","1000","8","5","10","8","125",NULL,"134","5","10","Copperderm","50","66","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"878","878"
"1206","879","0","Copperajah",NULL,NULL,NULL,"1","0","0","0","0","0","9",NULL,"122","130","69","80","69","30",NULL,"30","6500","8","5","5","8","125",NULL,"134","5","10","Copperderm","50","175","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"879","879"
"1207","879","1","Gigantamax Copperajah","Gigantamax Form","2",NULL,"0","1","0","0","0","0","9",NULL,"122","130","69","80","69","30",NULL,"230",NULL,"8","5","5","8","125",NULL,"134","5","10","Copperderm","50","175","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10392","10224"
"1208","880","0","Dracozolt",NULL,NULL,NULL,"1","0","0","0","0","0","13","16","90","100","90","80","70","75",NULL,"18","1900","8","1","5","6","10","55","146","15",NULL,"Fossil","50","177","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"880","880"
"1209","881","0","Arctozolt",NULL,NULL,NULL,"1","0","0","0","0","0","13","15","90","100","90","90","80","55",NULL,"23","1500","8","1","2","6","10","9","202","15",NULL,"Fossil","50","177","0","2","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"881","881"
"1210","882","0","Dracovish",NULL,NULL,NULL,"1","0","0","0","0","0","11","16","90","90","100","70","80","75",NULL,"23","2150","8","1","5","7","11","173","146","15",NULL,"Fossil","50","177","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"882","882"
"1211","883","0","Arctovish",NULL,NULL,NULL,"1","0","0","0","0","0","11","15","90","90","100","80","90","55",NULL,"20","1750","8","1","2","3","11","115","202","15",NULL,"Fossil","50","177","0","0","2","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"883","883"
"1212","884","0","Duraludon",NULL,NULL,NULL,"1","0","0","0","0","0","9","16","70","95","115","120","50","85",NULL,"18","400","8","5","9","6","135","134","242","10","14","Alloy","50","187","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"884","884"
"1213","884","1","Gigantamax Duraludon","Gigantamax Form","2",NULL,"0","1","0","0","0","0","9","16","70","95","115","120","50","85",NULL,"430",NULL,"8","5","9","6","135","134","242","10","14","Alloy","50","187","0","0","0","2","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10393","10225"
"1214","885","0","Dreepy",NULL,NULL,NULL,"1","0","0","0","0","0","16","8","28","60","30","40","30","82",NULL,"5","20","8","5","5","2","29","151","130","11","14","Lingering","50","54","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"885","885"
"1215","886","0","Drakloak",NULL,NULL,NULL,"1","0","0","0","0","0","16","8","68","80","50","60","50","102",NULL,"14","110","8","5","5","4","29","151","130","11","14","Caretaker","50","144","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"886","886"
"1216","887","0","Dragapult",NULL,NULL,NULL,"1","0","0","0","0","0","16","8","88","120","75","100","75","142",NULL,"30","500","8","5","5","6","29","151","130","11","14","Stealth","50","300","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"887","887"
"1217","888","0","Hero Zacian","Hero of Many Battles",NULL,NULL,"1","0","0","0","0","0","18",NULL,"92","120","115","80","115","138",NULL,"28","1100","8","1","2","8","234",NULL,NULL,"15",NULL,"Warrior","0","335","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"888","888"
"1218","888","1","Crowned Zacian","Crowned Sword",NULL,NULL,"0","1","0","0","0","0","18","9","92","150","115","80","115","148",NULL,"28","3550","8","1","2","8","234",NULL,NULL,"15",NULL,"Warrior","0","360","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10357","10188"
"1219","889","0","Hero Zamazenta","Hero of Many Battles",NULL,NULL,"1","0","0","0","0","0","2",NULL,"92","120","115","80","115","138",NULL,"29","2100","8","1","8","8","235",NULL,NULL,"15",NULL,"Warrior","0","335","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"889","889"
"1220","889","1","Crowned Zamazenta","Crowned Shield",NULL,NULL,"0","1","0","0","0","0","2","9","92","120","140","80","140","128",NULL,"29","7850","8","1","8","8","235",NULL,NULL,"15",NULL,"Warrior","0","360","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10358","10189"
"1221","890","0","Eternatus",NULL,NULL,NULL,"1","0","0","0","0","0","4","16","140","85","95","145","95","130",NULL,"200","9500","8","1","7","9","46",NULL,NULL,"15",NULL,"Gigantic","0","345","3","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"890","890"
"1222","890","1","Eternamax Eternatus","Eternamax",NULL,NULL,"0","1","0","0","0","1","4","16","255","115","250","125","250","130",NULL,"1000",NULL,"8","1","7","2","46",NULL,NULL,"15",NULL,"Gigantic","0","563","3","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10394","10190"
"1223","891","0","Kubfu",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"60","90","60","53","50","72",NULL,"6","120","8","7","4","6","39",NULL,NULL,"15",NULL,"Wushu","50","77","0","1","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"891","891"
"1224","892","0","Single Strike Urshifu","Single Strike Style",NULL,NULL,"1","0","0","0","0","0","2","17","100","130","100","63","60","97",NULL,"19","1050","8","7","4","12","260",NULL,NULL,"15",NULL,"Wushu","50","275","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"892","892"
"1225","892","1","Rapid Strike Urshifu","Rapid Strike Style",NULL,NULL,"0","0","0","0","0","0","2","11","100","130","100","63","60","97",NULL,"19","1050","8","7","4","12","260",NULL,NULL,"15",NULL,"Wushu","50","275","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10359","10191"
"1226","892","2","Gigantamax Single Strike Urshifu","Gigantamax Form","2",NULL,"0","1","0","0","0","0","2","17","100","130","100","63","60","97",NULL,"290",NULL,"8","7","4","12","260",NULL,NULL,"15",NULL,"Wushu","50","275","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10395","10226"
"1227","892","3","Gigantamax Rapid Strike Urshifu","Gigantamax Form","2",NULL,"0","1","0","0","0","0","2","11","100","130","100","63","60","97",NULL,"260",NULL,"8","7","4","12","260",NULL,NULL,"15",NULL,"Wushu","50","275","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10396","10227"
"1228","893","0","Zarude",NULL,NULL,NULL,"1","0","0","0","0","0","17","12","105","120","105","70","95","105",NULL,"18","700","8","1","5","6","102",NULL,NULL,"15",NULL,"Rogue Monkey","0","300","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"893","893"
"1229","893","1","Dada Zarude","Dada Form",NULL,NULL,"0","0","1","0","0","0","17","12","105","120","105","70","95","105",NULL,"18","700","8","1","5","6","102",NULL,NULL,"15",NULL,"Rogue Monkey","0","300","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10360","10192"
"1230","894","0","Regieleki",NULL,NULL,NULL,"1","0","0","0","0","0","13",NULL,"80","100","50","100","50","200",NULL,"12","1450","8","1","10","12","262",NULL,NULL,"15",NULL,"Electron","35","290","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"894","894"
"1231","895","0","Regidrago",NULL,NULL,NULL,"1","0","0","0","0","0","16",NULL,"200","100","50","100","50","80",NULL,"21","2000","8","1","5","12","263",NULL,NULL,"15",NULL,"Dragon Orb","35","290","3","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"895","895"
"1232","896","0","Glastrier",NULL,NULL,NULL,"1","0","0","0","0","0","15",NULL,"100","145","130","65","110","30",NULL,"22","8000","8","1","9","8","264",NULL,NULL,"15",NULL,"Wild Horse","35","290","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"896","896"
"1233","897","0","Spectrier",NULL,NULL,NULL,"1","0","0","0","0","0","8",NULL,"100","65","60","145","80","130",NULL,"20","445","8","1","1","8","265",NULL,NULL,"15",NULL,"Swift Horse","35","290","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"897","897"
"1234","898","0","Calyrex",NULL,NULL,NULL,"1","0","0","0","0","0","14","12","100","80","80","80","80","80",NULL,"11","77","8","1","5","12","127",NULL,NULL,"15",NULL,"King","100","250","3","0","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"898","898"
"1235","898","1","Ice Rider Calyrex","Ice Rider Form","1",NULL,"0","0","0","0","0","0","14","15","100","165","150","85","130","50",NULL,"24","8091","8","1","9","8","266",NULL,NULL,"15",NULL,"High King","100","340","0","3","0","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10361","10193"
"1236","898","2","Shadow Rider Calyrex","Shadow Rider Form","1",NULL,"0","0","0","0","0","0","14","8","100","85","80","165","100","150",NULL,"24","536","8","1","1","8","266",NULL,NULL,"15",NULL,"High King","100","340","0","0","0","3","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10362","10194"
"1237","133","1","Partner Eevee","Partner Pokemon",NULL,NULL,"0","0","0","0","1","1","1",NULL,"65","75","70","65","85","75",NULL,"3","65","7","7","3","8","50","91","107","5",NULL,"Evolution","50","87","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10318","10159"
"1238","25","15","Partner Pikachu","Partner Pokemon",NULL,NULL,"0","0","0","0","1","1","13",NULL,"45","80","50","75","60","120",NULL,"4","60","7","5","10","8","9",NULL,"31","5","6","Mouse","50","151","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10317","10158"
"1239","25","14","World Cap Pikachu","World Cap",NULL,NULL,"0","0","1","1","1","0","13",NULL,"35","55","40","50","50","90",NULL,"4","60","8","8","10","8","9",NULL,"31","15",NULL,"Mouse","50","112","0","0","0","0","0","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10319","10160"
"1240","869","50","Berry Caramel Swirl Alcremie","Berry Caramel Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","3","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10352","869"
"1241","869","53","Clover Caramel Swirl Alcremie","Clover Caramel Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","3","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10352","869"
"1242","869","54","Flower Caramel Swirl Alcremie","Flower Caramel Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","3","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10352","869"
"1243","869","51","Love Caramel Swirl Alcremie","Love Caramel Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","3","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10352","869"
"1244","869","55","Ribbon Caramel Swirl Alcremie","Ribbon Caramel Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","3","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10352","869"
"1245","869","52","Star Caramel Swirl Alcremie","Star Caramel Swirl",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","3","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10352","869"
"1246","869","29","Berry Lemon Cream Alcremie","Berry Lemon Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","10","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10349","869"
"1247","869","32","Clover Lemon Cream Alcremie","Clover Lemon Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","10","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10349","869"
"1248","869","33","Flower Lemon Cream Alcremie","Flower Lemon Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","10","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10349","869"
"1249","869","30","Love Lemon Cream Alcremie","Love Lemon Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","10","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10349","869"
"1250","869","34","Ribbon Lemon Cream Alcremie","Ribbon Lemon Cream",NULL,NULL,"0","0","1","0","0","0","18",NULL,"65","60","75","110","121","64",NULL,"3","5","8","2","10","5","175",NULL,"165","6","11","Cream","50","173","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10349","869"
